Wall time,Step,Value
1542189250.1335752,100,2.651444992807228e-05
1542189250.7102764,101,2.6761626941151917e-05
1542189251.2994587,102,2.8084063160349615e-05
1542189251.8837194,103,2.69898991973605e-05
1542189252.4699295,104,2.6587595129967667e-05
1542189253.0588326,105,2.5406578060938045e-05
1542189253.6441636,106,2.6642390366760083e-05
1542189254.221787,107,2.4879640477593057e-05
1542189254.8050053,108,2.543092705309391e-05
1542189255.3857307,109,2.4393913918174803e-05
1542189255.972753,110,2.5427010768908076e-05
1542189256.5546243,111,2.3732443878543563e-05
1542189257.1406507,112,2.436363502056338e-05
1542189257.7217417,113,2.3268527002073824e-05
1542189258.3087068,114,2.3638736820430495e-05
1542189258.8958466,115,2.4661394490976818e-05
1542189259.475377,116,2.332835538254585e-05
1542189260.0565689,117,2.2691237973049283e-05
1542189260.635749,118,2.3372867872240022e-05
1542189261.2143402,119,2.3897217033663765e-05
1542189261.798982,120,2.290846168762073e-05
1542189262.3782563,121,2.2860906028654426e-05
1542189262.9505875,122,2.242598930024542e-05
1542189263.52263,123,2.2040290787117556e-05
1542189264.0984077,124,2.1720508811995387e-05
1542189264.6695142,125,2.214043342974037e-05
1542189265.2450938,126,2.2052392523619346e-05
1542189265.8396587,127,2.204002703365404e-05
1542189266.428474,128,2.1236572138150223e-05
1542189267.005173,129,2.2849339075037278e-05
1542189267.5780556,130,2.2521860955748707e-05
1542189268.150828,131,2.0508703528321348e-05
1542189268.7232594,132,2.1422521967906505e-05
1542189269.2982697,133,2.079275145661086e-05
1542189269.8823216,134,2.055073309747968e-05
1542189270.4545007,135,2.053938078461215e-05
1542189271.041815,136,2.04109546757536e-05
1542189271.617148,137,2.1227668185019866e-05
1542189272.191555,138,1.9622008039732464e-05
1542189272.776545,139,2.0879571820842102e-05
